person_id,persona_group,day_of_week,purpose_state,departure_min,arrival_min,duration_min,distance_km
smp_00000,employed | 18-25 | weekday | Income=Above median,weekday,Shopping/grocery shopping,739.0340890855416,788.7804100811524,49.746320995610745,5.351060678637504
smp_00012,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,561.3632135895255,580.8394478866397,19.476234297114274,2.4692325004020543
smp_00012,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,839.3073001290993,1000.2524907945757,160.9451906654764,37.023452684672584
smp_00012,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,1065.5460619987882,1233.1954761978886,167.64941419910042,3.185614166234397
smp_00013,employed | 18-25 | weekday | Income=Above median,weekday,Visitors/staying over,615.6385382161129,857.6634183020501,242.02488008593718,0.6336888896422649
smp_00013,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,961.9772652952491,1349.5468491602367,387.5695838649875,11.532590854905543
smp_00014,employed | 18-25 | weekday | Income=Above median,weekday,Shopping/grocery shopping,530.2863661834216,535.6039666291597,5.317600445738094,0.2524922608910759
smp_00014,employed | 18-25 | weekday | Income=Above median,weekday,Visitors/staying over,1105.9648046721004,1189.3353546180517,83.37054994595132,3.0935138928677492
smp_00015,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,154.42155835703184,348.67458567625,194.25302731921815,0.47576804681888196
smp_00015,employed | 18-25 | weekday | Income=Above median,weekday,Services/personal care,526.7718747783542,577.6278284000538,50.85595362169954,3.135780923700454
smp_00015,employed | 18-25 | weekday | Income=Above median,weekday,Services/personal care,792.9391200879797,845.3678322583647,52.42871217038498,1.1078061883431676
smp_00015,employed | 18-25 | weekday | Income=Above median,weekday,Visitors/staying over,1051.17582045985,1363.98116876237,312.8053483025201,1.0032709975659804
smp_00016,employed | 18-25 | weekday | Income=Above median,weekday,Shopping/grocery shopping,579.1145494766263,688.8473178797652,109.73276840313895,0.02789007928702021
smp_00016,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,776.4162407533366,948.3099161554053,171.89367540206865,7.690046882534223
smp_00016,employed | 18-25 | weekday | Income=Above median,weekday,Shopping/grocery shopping,1104.5537713760473,1160.8896319911935,56.3358606151462,0.7986179937994075
smp_00017,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,546.282992204403,936.421317407758,390.13832520335507,25.54098703513646
smp_00017,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1109.3959965169176,1205.5359083138408,96.13991179692312,10.179230884247405
smp_00017,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1229.0539707023331,1325.3429291093287,96.28895840699556,7.818383708885378
smp_00018,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,927.0163458849355,1440.0,512.9836541150645,21.4116187197125
smp_00019,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,614.1751083365336,683.6442417678275,69.46913343129381,3.535010593130035
smp_00019,employed | 18-25 | weekday | Income=Above median,weekday,Pick up/drop off people,705.6205790690851,710.1795651356223,4.558986066537159,10.729526097452682
smp_00019,employed | 18-25 | weekday | Income=Above median,weekday,Shopping/grocery shopping,910.9884160919316,934.6201452046072,23.631729112675544,2.430002269188126
smp_00019,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1363.6194423238685,1440.0,76.3805576761315,17.42610772473232
smp_00020,employed | 18-25 | weekday | Income=Above median,weekday,Taking education/course,655.0797124796434,1091.3311473025362,436.25143482289286,8.706561064222303
smp_00020,employed | 18-25 | weekday | Income=Above median,weekday,Pick up/drop off people,1382.143844598402,1395.5142386182704,13.3703940198684,0.7281788284816522
smp_00021,employed | 18-25 | weekday | Income=Above median,weekday,Visitors/staying over,324.5325819061359,438.87551924974804,114.34293734361216,3.6177193821145077
smp_00021,employed | 18-25 | weekday | Income=Above median,weekday,Visitors/staying over,830.5294229500554,1060.0336024113303,229.50417946127493,12.77591090157029
smp_00021,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,1174.556001299877,1440.0,265.4439987001231,1.2142977279297538
smp_00022,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,809.1011180935993,812.0218610205354,2.9207429269361,2.0722796416556024
smp_00022,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,938.3487540457111,991.9868783788371,53.63812433312603,1.4171590430973517
smp_00022,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,1165.0618712319888,1271.32737757325,106.26550634126124,7.608598632889438
smp_00023,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,396.69590767178437,943.6249860046858,546.9290783329013,2.2824260059702857
smp_00023,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1116.4812913989172,1168.9530417479787,52.471750349061494,0.25844775397917386
smp_00023,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1219.6853790948842,1320.9911913137428,101.30581221885859,14.791935226217378
smp_00024,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,809.7299059398036,1323.9302441356717,514.2003381958681,2.2079097963711165
smp_00024,employed | 18-25 | weekday | Income=Above median,weekday,Visitors/staying over,1400.0420748676966,1440.0,39.957925132303444,7.098157817804047
smp_00025,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,726.7794568111352,863.9689798560803,137.18952304494508,2.0726385010513657
smp_00025,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,892.2505307777562,978.8328875498187,86.58235677206244,5.086256117605649
smp_00026,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,936.3279293266233,1311.6708381271105,375.3429088004872,5.951935737515517
smp_00027,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,312.200895957974,580.1016170573328,267.90072109935875,6.483648560197863
smp_00027,employed | 18-25 | weekday | Income=Above median,weekday,Taking education/course,737.0857960420017,1023.2311162822455,286.1453202402438,0.2822881488563532
smp_00027,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,1107.8978646823991,1440.0,332.10213531760087,10.186171908007678
smp_00028,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,685.03102288667,806.1018240249775,121.0708011383075,2.4513153213950303
smp_00028,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1095.8975204963187,1326.9184622975058,231.02094180118706,16.62207215502323
smp_00029,employed | 18-25 | weekday | Income=Above median,weekday,Shopping/grocery shopping,559.760248811429,569.0445410904532,9.284292279024157,2.4905157661361326
smp_00029,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,902.2846745252457,1175.0796200921316,272.7949455668859,17.622598354653025
smp_00029,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1253.2301025542217,1408.7804047496431,155.5503021954214,1.5390691444211722
smp_00029,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1421.3076146734634,1440.0,18.692385326536623,1.8366392747988154
smp_00030,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,675.0956774535686,747.6806844847562,72.58500703118762,3.510149275808262
smp_00030,employed | 18-25 | weekday | Income=Above median,weekday,Touring/hiking,1031.5316372956374,1174.5133912356712,142.98175394003374,1.0722717538714508
smp_00031,employed | 18-25 | weekday | Income=Above median,weekday,Services/personal care,526.9377353998493,663.217484788507,136.2797493886577,3.465070056813795
smp_00031,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,809.518523217854,1007.6294266971324,198.11090347927848,33.09803026478618
smp_00031,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1287.2796848465232,1390.5961626374205,103.31647779089735,2.5764180202212423
smp_00032,employed | 18-25 | weekday | Income=Above median,weekday,Business visit in a working atmosphere,478.0152168521822,543.4428755037254,65.4276586515432,20.362848094519904
smp_00032,employed | 18-25 | weekday | Income=Above median,weekday,Shopping/grocery shopping,695.1324514414788,710.7224704307462,15.590018989267378,0.4223653327058188
smp_00032,employed | 18-25 | weekday | Income=Above median,weekday,Shopping/grocery shopping,740.7875061727993,753.2143276240301,12.426821451230808,0.3448544629472017
smp_00032,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,858.2874402740729,898.252590906719,39.9651506326461,11.31827991066537
smp_00032,employed | 18-25 | weekday | Income=Above median,weekday,Pick up/drop off people,993.6897688226127,1005.8356328139654,12.145863991352712,0.33402775462638773
smp_00032,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,1111.2109048292002,1212.198788254872,100.98788342567173,14.931571156881176
smp_00033,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,873.1445063318205,894.8831279441237,21.738621612303177,0.8669677485321252
smp_00033,employed | 18-25 | weekday | Income=Above median,weekday,Pick up/drop off people,1114.4340312862334,1118.1076984466913,3.6736671604578532,3.149119408576105
smp_00033,employed | 18-25 | weekday | Income=Above median,weekday,Collect/deliver goods,1263.1309808628878,1271.1832827279188,8.05230186503104,0.2451985407204167
smp_00034,employed | 18-25 | weekday | Income=Above median,weekday,Services/personal care,1046.1343810927324,1068.3042947925683,22.169913699835888,14.876226312444025
smp_00034,employed | 18-25 | weekday | Income=Above median,weekday,Visitors/staying over,1122.6040482892,1374.9907114304026,252.3866631412027,7.627610085798111
smp_00035,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,738.8431653673604,791.6731564161865,52.82999104882617,4.45305073835668
smp_00035,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,846.9587319720438,941.7728458945176,94.81411392247378,1.7186015046066905
smp_00035,employed | 18-25 | weekday | Income=Above median,weekday,Visitors/staying over,1119.8062152626596,1303.622233642776,183.81601838011647,1.0987488518562014
smp_00036,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,612.0953549361332,863.9007297293075,251.80537479317434,29.982038330998783
smp_00036,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,890.1969456247716,1392.1470627424403,501.9501171176687,21.911630092847776
smp_00037,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,502.9587708301134,915.2112574146646,412.2524865845512,94.31529089409194
smp_00037,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,935.1201156899244,1440.0,504.87988431007557,8.186637272684978
smp_00038,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,312.4524194693443,428.9474863651651,116.4950668958208,2.33738828714365
smp_00038,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,583.9427884309057,871.1535136630591,287.21072523215344,0.35994319347609277
smp_00038,employed | 18-25 | weekday | Income=Above median,weekday,Taking education/course,982.2776712413807,1440.0,457.72232875861926,0.23920163088328616
smp_00039,employed | 18-25 | weekday | Income=Above median,weekday,Touring/hiking,452.48183282101866,587.1035181257785,134.6216853047598,0.16802503240478353
smp_00039,employed | 18-25 | weekday | Income=Above median,weekday,To and from work,819.7801883284981,1053.123089274018,233.3429009455199,4.319809587187122
smp_00039,employed | 18-25 | weekday | Income=Above median,weekday,Other leisure activities,1382.558135849678,1440.0,57.44186415032209,23.40597556105026
smp_00040,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,666.2208081438729,742.0434706165337,75.8226624726608,2.0074929776305517
smp_00040,employed | 18-25 | weekday | Income=Above median,weekday,Sports/hobbies,975.8535631481712,1054.2155314941322,78.36196834596092,2.598199612588546
smp_00041,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,521.784228705411,977.7363855314698,455.95215682605874,1.1977577330266322
smp_00041,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1134.9587918319053,1158.380337724859,23.421545892953645,4.314018209405846
smp_00041,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1182.5247413118095,1190.522006951857,7.997265640047544,0.19110762843575158
smp_00041,employed | 18-25 | weekday | Income=Below median,weekday,Sports/hobbies,1365.8876539898902,1440.0,74.11234601010983,0.22256731885975864
smp_00042,employed | 18-25 | weekday | Income=Below median,weekday,Services/personal care,579.8141999829238,716.8427672953201,137.02856731239626,4.2011342479384615
smp_00042,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,904.5475451291983,939.9261148379256,35.378569708727355,1.7799393534079357
smp_00042,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,1095.803718741181,1228.8124396038963,133.00872086271534,13.047329479047937
smp_00043,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,1120.0418295686459,1440.0,319.9581704313541,1.0268119656498376
smp_00044,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,655.648277755319,912.7019088367072,257.0536310813882,14.101546611070049
smp_00044,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,1081.3359614096569,1387.0579800196176,305.72201860996074,13.639107793278816
smp_00045,employed | 18-25 | weekday | Income=Below median,weekday,Services/personal care,546.3542091824125,720.4254976634081,174.07128848099558,16.573952511964603
smp_00045,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1135.7225814681535,1159.6753427012654,23.952761233111914,2.313406782650795
smp_00045,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1256.2594318786764,1276.9741556596573,20.714723780980876,0.5884749876448772
smp_00045,employed | 18-25 | weekday | Income=Below median,weekday,Collect/deliver goods,1293.58830103858,1295.2530845565782,1.664783517998103,1.9214708188911511
smp_00046,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,872.2144194629516,1277.3317983857137,405.1173789227621,0.9280373822194355
smp_00046,employed | 18-25 | weekday | Income=Below median,weekday,Pick up/drop off people,1406.9380642262001,1440.0,33.06193577379986,1.929247431435751
smp_00047,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1110.8908165892144,1139.6803919339948,28.78957534478036,1.2440007769811312
smp_00047,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,1186.705841634067,1319.2029730974275,132.49713146336057,7.252642891513588
smp_00047,employed | 18-25 | weekday | Income=Below median,weekday,Pick up/drop off people,1417.629446881597,1427.7213375216247,10.091890640027714,2.3977960654732904
smp_00048,employed | 18-25 | weekday | Income=Below median,weekday,Other leisure activities,742.3819385488274,1044.2529748494117,301.87103630058425,1.6575097664908027
smp_00049,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,733.6753290388016,863.9904792717715,130.31515023296993,606.1786855329332
smp_00049,employed | 18-25 | weekday | Income=Below median,weekday,Pick up/drop off people,1064.9884462734046,1071.385518045749,6.397071772344361,1.1980210580465982
smp_00049,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,1281.8085792492855,1439.5725983119578,157.76401906267233,7.526278576809441
smp_00050,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,1006.0876357936766,1142.1044365409,136.01680074722344,4.205080691827013
smp_00050,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1256.6418356643494,1279.3838579200124,22.74202225566296,2.4111565652184
smp_00050,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1304.615944711665,1308.9863098847886,4.370365173123673,0.11095988330706819
smp_00050,employed | 18-25 | weekday | Income=Below median,weekday,Other leisure activities,1400.0623242781223,1440.0,39.93767572187767,11.448969854686727
smp_00051,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,1104.967926850512,1147.8505787825513,42.88265193203938,26.50526802931829
smp_00051,employed | 18-25 | weekday | Income=Below median,weekday,Sports/hobbies,1204.4747970846765,1262.9765747525767,58.501777667900114,2.020132396629889
smp_00051,employed | 18-25 | weekday | Income=Below median,weekday,Sports/hobbies,1359.0022972695683,1423.9367412340134,64.93444396444511,5.745341237997965
smp_00051,employed | 18-25 | weekday | Income=Below median,weekday,Other leisure activities,1433.2351842247847,1440.0,6.764815775215311,1.1646443515078702
smp_00052,employed | 18-25 | weekday | Income=Below median,weekday,Sports/hobbies,325.98403004669643,368.6241835924413,42.64015354574485,0.9198047401438563
smp_00052,employed | 18-25 | weekday | Income=Below median,weekday,Collect/deliver goods,405.74925336994977,412.15150269902824,6.402249329078472,8.565470772808744
smp_00052,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,666.9277031349179,1030.126785756576,363.19908262165814,34.181121792661074
smp_00052,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,1033.9221397331191,1163.0711014864428,129.14896175332365,2.7009748385829693
smp_00053,employed | 18-25 | weekday | Income=Below median,weekday,Taking education/course,614.1870673252647,711.1776436300861,96.99057630482139,7.244946634432518
smp_00053,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,853.7284300424386,1002.5049401534255,148.77651011098692,0.5487923422326833
smp_00053,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1200.7389730158734,1270.0551546567704,69.31618164089696,2.4462280421375593
smp_00053,employed | 18-25 | weekday | Income=Below median,weekday,Touring/hiking,1332.1080869302664,1440.0,107.89191306973362,0.06673439511235961
smp_00054,employed | 18-25 | weekday | Income=Below median,weekday,Pick up/drop off people,1016.8080051761302,1026.5412492344446,9.733244058314426,3.9634933528592002
smp_00054,employed | 18-25 | weekday | Income=Below median,weekday,Taking education/course,1378.7523929968315,1440.0,61.24760700316847,6.796779987783474
smp_00055,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,1298.4130783774076,1440.0,141.5869216225924,1.050313447300939
smp_00056,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,738.7096567228637,755.1101300746011,16.400473351737446,0.23383241695874885
smp_00056,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,897.0807142080743,1082.668338355621,185.58762414754676,13.550331573506469
smp_00056,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1215.9075724121385,1247.7797973438355,31.87222493169702,1.083283213264248
smp_00056,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,1300.8984646072531,1440.0,139.10153539274688,2.959228917063704
smp_00057,employed | 18-25 | weekday | Income=Below median,weekday,Other leisure activities,629.673884275682,733.8903180563495,104.21643378066756,9.559395278056384
smp_00057,employed | 18-25 | weekday | Income=Below median,weekday,Taking education/course,820.5530646672368,1042.73241902636,222.1793543591233,7.211423883653656
smp_00057,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1171.8082179453095,1218.416703948816,46.608486003506414,2.766753598329007
smp_00057,employed | 18-25 | weekday | Income=Below median,weekday,Other leisure activities,1235.5117763217,1246.6986978358495,11.186921514149617,0.6516588721619432
smp_00058,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,920.5994764075392,1289.51037601325,368.9108996057107,0.20512462305593956
smp_00059,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1074.872067065357,1090.0316797474936,15.15961268213664,3.202612010028831
smp_00059,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1140.1973636290616,1154.598713873278,14.401350244216474,4.977821068738141
smp_00059,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1328.732982618549,1372.9994327402333,44.26645012168433,1.8901249482279676
smp_00059,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,1409.5722492365048,1440.0,30.42775076349517,7.174919938779585
smp_00060,employed | 18-25 | weekday | Income=Below median,weekday,Other leisure activities,752.8370517464373,855.9921463590299,103.15509461259262,0.3879370553576909
smp_00060,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,1279.3339822956395,1440.0,160.66601770436046,2.3388715187764246
smp_00061,employed | 18-25 | weekday | Income=Below median,weekday,Sports/hobbies,943.5694695461191,1146.351466308725,202.781996762606,2.5917165867781597
smp_00061,employed | 18-25 | weekday | Income=Below median,weekday,Different motive,1167.4939244523791,1173.784116715699,6.2901922633197955,5.568284547546986
smp_00062,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,958.3754362897184,1100.151851005967,141.7764147162486,7.1180417145225565
smp_00062,employed | 18-25 | weekday | Income=Below median,weekday,Collect/deliver goods,1198.5054811894179,1201.1149932040435,2.6095120146255795,0.2836275868081402
smp_00062,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1371.718401995748,1395.608308000141,23.88990600439297,4.904756517756503
smp_00063,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1372.9961306167775,1440.0,67.00386938322254,3.2442844057747666
smp_00064,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,1077.1806128250735,1405.8088297408024,328.6282169157289,11.329148694558995
smp_00065,employed | 18-25 | weekday | Income=Below median,weekday,Pick up/drop off people,502.3214831361514,504.328648534349,2.0071653981975714,0.7980428360354999
smp_00065,employed | 18-25 | weekday | Income=Below median,weekday,Other leisure activities,787.8230498507678,859.8026920787872,71.97964222801943,2.0303695624526465
smp_00065,employed | 18-25 | weekday | Income=Below median,weekday,Taking education/course,1166.694828236917,1440.0,273.3051717630831,5.411652953579416
smp_00066,employed | 18-25 | weekday | Income=Below median,weekday,Sports/hobbies,687.2319528405942,779.862889334032,92.63093649343784,0.2762061676018904
smp_00066,employed | 18-25 | weekday | Income=Below median,weekday,Sports/hobbies,809.9976789004934,1007.0888560166792,197.0911771161858,14.910829639242078
smp_00066,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1105.4211849074159,1129.2107447678763,23.789559860460486,17.486368028014187
smp_00067,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,1209.1773699146247,1440.0,230.8226300853753,40.16843139231866
smp_00068,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,870.9999583649393,1080.62940406306,209.62944569812078,2.6832635970063348
smp_00068,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1150.4643942846167,1161.4483980093257,10.984003724709055,48.315868760586575
smp_00069,employed | 18-25 | weekday | Income=Below median,weekday,Taking education/course,234.4975193372964,475.4622271184297,240.9647077811333,6.000147223928719
smp_00069,employed | 18-25 | weekday | Income=Below median,weekday,Business visit in a working atmosphere,501.10416905760565,639.8741268706355,138.7699578130298,15.303754851820118
smp_00069,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,778.4884515574232,790.0841084821024,11.595656924679133,3.9243255179349394
smp_00069,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,881.3207710410486,1036.1984231714332,154.8776521303846,2.8132707170875517
smp_00069,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,1368.757881894099,1440.0,71.242118105901,84.38316903236273
smp_00070,employed | 18-25 | weekday | Income=Below median,weekday,Pick up/drop off people,392.6964861924217,447.81040667442926,55.113920482007586,0.5615839105381799
smp_00070,employed | 18-25 | weekday | Income=Below median,weekday,To and from work,462.30255696072635,622.3473297280835,160.0447727673572,1.7570433796135148
smp_00070,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1196.6837436539286,1211.9970176773593,15.313274023430722,1.2719134819712516
smp_00071,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,815.6998062628168,863.4173392197902,47.7175329569734,0.4755797286517721
smp_00071,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,1015.9311668981271,1193.3606036056399,177.42943670751276,1.4522690218850436
smp_00071,employed | 18-25 | weekday | Income=Below median,weekday,Shopping/grocery shopping,1214.2102827094109,1217.2864933237336,3.07621061432269,1.850442609150866
smp_00072,employed | 18-25 | weekday | Income=Below median,weekday,Sports/hobbies,307.4760840681926,359.5723103601438,52.096226291951155,1.7484864301043126
smp_00072,employed | 18-25 | weekday | Income=Below median,weekday,Visitors/staying over,593.577067608297,610.8379793771757,17.2609117688786,0.28331914365436106
